8829;1.85
8777;1.85
7701;1.85
6456;1.85
6178;1.85
4679;1.85
4333;1.85
2443;1.85
1529;1.85
7109;1.83
3058;1.83
2773;1.8
4376;1.76
3726;1.76
8592;1.74
3133;1.74
8387;1.72
4547;1.72
8860;1.71
7548;1.71
4073;1.71
3912;1.71
8693;1.7
7640;1.7
1834;1.7
9618;1.69
9030;1.69
2581;1.69
223;1.69
8199;1.68
7735;1.68
6254;1.68
3131;1.68
2692;1.68
2688;1.68
2358;1.68
1562;1.68
8292;1.67
5171;1.67
3752;1.67
2263;1.67
1555;1.67
1304;1.67
1134;1.67
7282;1.66
2794;1.66
68;1.66
7419;1.65
3126;1.65
381;1.65
9659;1.64
8146;1.64
7559;1.64
4714;1.64
4508;1.64
3276;1.64
1920;1.64
7769;1.63
5301;1.63
4330;1.63
3089;1.63
2400;1.63
811;1.63
9352;1.62
9032;1.62
8475;1.62
6171;1.62
5988;1.62
4931;1.62
3639;1.62
134;1.62
9712;1.61
8775;1.61
6787;1.61
6543;1.61
5429;1.61
2507;1.61
861;1.61
511;1.61
52;1.61
9754;1.6
9365;1.6
8326;1.6
8238;1.6
6588;1.6
4891;1.6
4107;1.6
3693;1.6
2880;1.6
1210;1.6
399;1.6
9634;1.59
9362;1.59
8739;1.59
8030;1.59
8010;1.59
7446;1.59
4086;1.59
3053;1.59
2777;1.59
528;1.59
286;1.59
9880;1.58
8187;1.58
5367;1.58
4618;1.58
3933;1.58
3470;1.58
3357;1.58
1936;1.58
1469;1.58
1159;1.58
1080;1.58
9976;1.57
9550;1.57
8057;1.57
7648;1.57
7471;1.57
6581;1.57
6135;1.57
5728;1.57
5456;1.57
4976;1.57
4564;1.57
4077;1.57
3769;1.57
3578;1.57
3309;1.57
3025;1.57
2439;1.57
2123;1.57
1943;1.57
1690;1.57
1612;1.57
1447;1.57
1211;1.57
976;1.57
661;1.57
9994;1.56
9774;1.56
6567;1.56
6192;1.56
5506;1.56
4928;1.56
4759;1.56
4341;1.56
3906;1.56
2422;1.56
2127;1.56
97;1.56
9760;1.55
9364;1.55
8865;1.55
8579;1.55
8386;1.55
7973;1.55
7863;1.55
7631;1.55
7296;1.55
6970;1.55
6039;1.55
5556;1.55
4992;1.55
4772;1.55
4413;1.55
4350;1.55
4288;1.55
3915;1.55
3206;1.55
3003;1.55
2892;1.55
2111;1.55
1472;1.55
1002;1.55
955;1.55
815;1.55
9759;1.54
9682;1.54
8682;1.54
7825;1.54
7789;1.54
7428;1.54
7224;1.54
7215;1.54
6954;1.54
6919;1.54
4897;1.54
4724;1.54
3392;1.54
3016;1.54
2602;1.54
2057;1.54
9847;1.53
9114;1.53
9057;1.53
8075;1.53
7983;1.53
7741;1.53
7729;1.53
7414;1.53
5392;1.53
4490;1.53
4206;1.53
4066;1.53
3967;1.53
3592;1.53
2606;1.53
1593;1.53
1509;1.53
1287;1.53
1069;1.53
9951;1.52
9868;1.52
9687;1.52
8958;1.52
8906;1.52
8356;1.52
8154;1.52
7814;1.52
6619;1.52
5888;1.52
5313;1.52
5290;1.52
4787;1.52
4019;1.52
3363;1.52
1742;1.52
1345;1.52
9780;1.51
9263;1.51
9161;1.51
8901;1.51
8369;1.51
7841;1.51
7803;1.51
7445;1.51
7046;1.51
6675;1.51
5323;1.51
5079;1.51
4870;1.51
4406;1.51
4213;1.51
3890;1.51
3882;1.51
3426;1.51
2910;1.51
2678;1.51
1243;1.51
633;1.51
7;1.51
9418;1.5
9340;1.5
9127;1.5
8843;1.5
8819;1.5
8715;1.5
8593;1.5
7836;1.5
7514;1.5
6913;1.5
6359;1.5
6271;1.5
6251;1.5
6218;1.5
5963;1.5
5025;1.5
4587;1.5
4294;1.5
4201;1.5
3953;1.5
3684;1.5
3566;1.5
3226;1.5
2965;1.5
2416;1.5
1851;1.5
1033;1.5
730;1.5
707;1.5
402;1.5
141;1.5
9769;1.49
9652;1.49
9290;1.49
9252;1.49
9104;1.49
9062;1.49
8954;1.49
8205;1.49
7557;1.49
7292;1.49
7191;1.49
7183;1.49
7101;1.49
6820;1.49
6755;1.49
6654;1.49
6648;1.49
6401;1.49
6326;1.49
5646;1.49
5244;1.49
5060;1.49
4864;1.49
4707;1.49
4488;1.49
3795;1.49
3607;1.49
3550;1.49
3540;1.49
3497;1.49
3066;1.49
2357;1.49
2036;1.49
1597;1.49
1480;1.49
1326;1.49
1106;1.49
958;1.49
881;1.49
694;1.49
556;1.49
164;1.49
131;1.49
9853;1.48
9822;1.48
9802;1.48
8977;1.48
8938;1.48
7545;1.48
7453;1.48
7283;1.48
7270;1.48
7225;1.48
6614;1.48
6535;1.48
6219;1.48
5966;1.48
5190;1.48
4773;1.48
4600;1.48
4388;1.48
4084;1.48
3412;1.48
3132;1.48
3110;1.48
2949;1.48
2505;1.48
2387;1.48
2270;1.48
2234;1.48
2150;1.48
1085;1.48
437;1.48
133;1.48
130;1.48
9890;1.47
9244;1.47
8994;1.47
8923;1.47
8495;1.47
8077;1.47
6568;1.47
6341;1.47
6193;1.47
5903;1.47
5838;1.47
5652;1.47
5338;1.47
5336;1.47
4858;1.47
4798;1.47
4790;1.47
4734;1.47
4405;1.47
3825;1.47
3528;1.47
3349;1.47
2967;1.47
2760;1.47
2718;1.47
2514;1.47
1738;1.47
1070;1.47
839;1.47
653;1.47
9957;1.46
9765;1.46
9289;1.46
9272;1.46
8975;1.46
8624;1.46
8002;1.46
7207;1.46
7163;1.46
6810;1.46
6730;1.46
6473;1.46
5390;1.46
4991;1.46
4918;1.46
4781;1.46
3930;1.46
3878;1.46
3811;1.46
3718;1.46
3454;1.46
3436;1.46
2995;1.46
2931;1.46
2922;1.46
2764;1.46
2660;1.46
1462;1.46
1457;1.46
1335;1.46
